alert_id,source_device_id,alert_timestamp,alert_type,severity_hint,raw_features,decision_id,chosen_action,confidence_score,decision_timestamp,reward
bf0cc2e9-eee3-4844-b8a0-0269fc8ae947,device_14,2026-09-20T13:39:09.150406+00:00,sensor_anomaly,0.04095798635709047,"{'connections_per_min': 0.19182303297270187, 'power_draw_watts': 0.7574864795274667, 'power_draw_anomaly_score': 0.369421394226657}",5149f9b8-6758-4b16-b405-ac180ba1a85c,ignore,1.0,2026-09-20T13:39:09.152348+00:00,1.0
f856b306-4a35-4fef-a9e1-e47ca6759765,device_9,2026-09-20T13:39:09.152605+00:00,unknown_peer,0.3707853227594118,"{'connections_per_min': 0.3115417387556191, 'power_draw_watts': 0.5464024870347637, 'power_draw_anomaly_score': 0.8860718716663439}",60b7cd85-e987-43d5-98c1-c47acb1eefc0,monitor,1.0,2026-09-20T13:39:09.153281+00:00,1.0
b4b075e3-26d1-4c6e-9faa-d3bb6a62ca95,device_9,2026-09-20T13:39:09.153451+00:00,other,0.5519372661664774,"{'connections_per_min': 0.8091003622612386, 'power_draw_watts': 0.14158291337123263, 'power_draw_anomaly_score': 0.9138021031377015}",fd4e25bf-558d-4d0d-a0c5-434fa29dc35f,monitor,1.0,2026-09-20T13:39:09.153962+00:00,-0.5
d505776b-a990-42f3-a35d-50ba1eead370,device_12,2026-09-20T13:39:09.154118+00:00,false_data_injection,0.690410693855373,"{'connections_per_min': 0.01821152813441851, 'power_draw_watts': 0.5261636380678603, 'power_draw_anomaly_score': 0.7479977407822123}",cd077d88-b762-4173-a809-8355e4cf0c9a,block,1.0,2026-09-20T13:39:09.154581+00:00,1.0
54afff96-6f07-47d2-a7fe-648dbcb13630,device_10,2026-09-20T13:39:09.154730+00:00,peer_silent,0.5491664901295729,"{'connections_per_min': 0.5857553616501296, 'power_draw_watts': 0.04150296448859814, 'power_draw_anomaly_score': 0.41458290940126274}",5e8acf93-f1e5-4487-8149-679d15bc277a,rate_limit,1.0,2026-09-20T13:39:09.155186+00:00,1.0
e1e37f7d-fc85-4597-bed6-8305458d7b0f,device_7,2026-09-20T13:39:09.155336+00:00,false_data_injection,0.8928169765354615,"{'connections_per_min': 0.8418007440908711, 'power_draw_watts': 0.5899341182332907, 'power_draw_anomaly_score': 0.9605105713500743}",dac3fe2b-3736-42f6-9dbf-e9ba486496a1,quarantine,1.0,2026-09-20T13:39:09.156090+00:00,1.0
5205150a-ddb8-45dc-a864-2dfa6ece147e,device_0,2026-09-20T13:39:09.156327+00:00,other,0.2281227787642437,"{'connections_per_min': 0.4890179537060898, 'power_draw_watts': 0.9116793382700303, 'power_draw_anomaly_score': 0.9935792876250922}",696164eb-3813-42f4-bfa0-ed3895f08613,ignore,1.0,2026-09-20T13:39:09.156877+00:00,1.0
095855e7-732a-4baa-991e-0cf081f26dc6,device_14,2026-09-20T13:39:09.157042+00:00,data_tampering,0.4399983690319884,"{'connections_per_min': 0.9611101365306881, 'power_draw_watts': 0.1880632137661581, 'power_draw_anomaly_score': 0.21283568586721535}",5e20d547-81ec-41bb-820b-df74574fd0fb,rate_limit,1.0,2026-09-20T13:39:09.157514+00:00,1.0
5d10bee6-57f7-43fa-b60a-47ea5c6391c4,device_16,2026-09-20T13:39:09.157690+00:00,data_tampering,0.7756986420726424,"{'connections_per_min': 0.694378260290279, 'power_draw_watts': 0.6910020249275833, 'power_draw_anomaly_score': 0.9128370597122273}",26cdafe2-b3fd-4de8-af36-d661163f8ec3,block,1.0,2026-09-20T13:39:09.158157+00:00,-0.5
4ec4d71f-8959-4e6a-86b4-41dcaab4d5aa,device_17,2026-09-20T13:39:09.158307+00:00,data_tampering,0.8565414509040948,"{'connections_per_min': 0.4896739837167664, 'power_draw_watts': 0.6612208747615756, 'power_draw_anomaly_score': 0.8970143948947841}",c545257e-3f0f-4270-a9ba-e74e83c2c223,quarantine,1.0,2026-09-20T13:39:09.158755+00:00,1.0
bacd609f-846a-445f-97d2-ccb3cb75a271,device_14,2026-09-20T13:39:09.158906+00:00,data_tampering,0.19215491380973948,"{'connections_per_min': 0.0008976094629574716, 'power_draw_watts': 0.26706002621607805, 'power_draw_anomaly_score': 0.7134301549388425}",0d382b5f-aa89-493e-8594-9055d1f72546,rate_limit,1.0,2026-09-20T13:39:09.159356+00:00,-0.5
58a598db-1b62-401f-826c-cd7aaab4afbf,device_13,2026-09-20T13:39:09.159507+00:00,traffic_spike,0.6932790150344538,"{'connections_per_min': 0.8874592400072968, 'power_draw_watts': 0.5535266513692971, 'power_draw_anomaly_score': 0.3470832691575697}",a64cc949-5bf8-4d85-a283-9f8f0c55cbd6,block,1.0,2026-09-20T13:39:09.159986+00:00,-0.5
8433b67a-61d3-4aaf-8a45-6d304a4b956b,device_19,2026-09-20T13:39:09.160137+00:00,other,0.6474647141982778,"{'connections_per_min': 0.055337274327787345, 'power_draw_watts': 0.6372624017436705, 'power_draw_anomaly_score': 0.7408274693046245}",be0551de-559d-459f-8b84-64fae17c42ad,rate_limit,1.0,2026-09-20T13:39:09.160583+00:00,1.0
40a51ae9-38b4-4331-9c43-ebef72f64d75,device_10,2026-09-20T13:39:09.160728+00:00,peer_silent,0.08154202452997461,"{'connections_per_min': 0.36925230003037224, 'power_draw_watts': 0.6859951507329626, 'power_draw_anomaly_score': 0.9106597068810481}",39187410-3ed7-4531-878a-c4b0bd93395b,ignore,1.0,2026-09-20T13:39:09.161174+00:00,1.0
bbaffd9a-bb58-4392-9943-6c552c6f23c7,device_11,2026-09-20T13:39:09.161323+00:00,other,0.5986460007464424,"{'connections_per_min': 0.29387084620073944, 'power_draw_watts': 0.7411460461410122, 'power_draw_anomaly_score': 0.8935948421478397}",7238b91e-f3b5-40b1-9d80-dc427859bd09,rate_limit,1.0,2026-09-20T13:39:09.161799+00:00,1.0
8751278c-f7c1-4211-aa2c-3c8494784973,device_0,2026-09-20T13:39:09.161949+00:00,sensor_anomaly,0.7739653089819037,"{'connections_per_min': 0.38442761837934936, 'power_draw_watts': 0.8655954804569416, 'power_draw_anomaly_score': 0.29638701390790934}",8960d544-a98b-4e76-9462-3ff0ff4f15cf,rate_limit,1.0,2026-09-20T13:39:09.162402+00:00,-0.5
a6db4d69-2c4e-47e5-9a16-a87ab20f2279,device_12,2026-09-20T13:39:09.162550+00:00,peer_silent,0.17903483942061926,"{'connections_per_min': 0.1359178653625963, 'power_draw_watts': 0.19196800594403685, 'power_draw_anomaly_score': 0.24761017446354616}",0691c964-01a8-4eb9-802d-46cbf1bea5c9,ignore,1.0,2026-09-20T13:39:09.162996+00:00,1.0
647edef1-7493-42b3-8f05-cc340a29957c,device_3,2026-09-20T13:39:09.163144+00:00,other,0.5275968438537321,"{'connections_per_min': 0.32730312477371115, 'power_draw_watts': 0.7009976709541482, 'power_draw_anomaly_score': 0.4046041657128946}",ccdc64b1-e94c-469e-ace4-b05511088151,monitor,1.0,2026-09-20T13:39:09.163613+00:00,-0.5
74dc3657-fec0-4368-b7fc-463ffe5a3f2e,device_13,2026-09-20T13:39:09.163766+00:00,unknown_peer,0.275560433236513,"{'connections_per_min': 0.504100003354928, 'power_draw_watts': 0.3209792425808784, 'power_draw_anomaly_score': 0.22487070304694756}",67d9c8d8-be3c-4786-a7ab-0981ba7a82a6,monitor,1.0,2026-09-20T13:39:09.164223+00:00,1.0
c60e30b3-b04d-4253-ac18-271235ee4b49,device_8,2026-09-20T13:39:09.164370+00:00,false_data_injection,0.38917710095872904,"{'connections_per_min': 0.9935308749876299, 'power_draw_watts': 0.05488012028660827, 'power_draw_anomaly_score': 0.18111667305241952}",7e4f59ef-2b81-47f8-9eca-5c77ded73abb,rate_limit,1.0,2026-09-20T13:39:09.164819+00:00,1.0
f1296cf9-f84a-41c9-b56e-71f3ba896f3c,device_12,2026-09-20T13:39:09.164967+00:00,sensor_anomaly,0.7266525009088505,"{'connections_per_min': 0.3331836120393954, 'power_draw_watts': 0.5904133374073902, 'power_draw_anomaly_score': 0.21328774031450082}",982183d1-7a35-4773-b289-8623ddeeb6db,block,1.0,2026-09-20T13:39:09.165416+00:00,1.0
398df3a5-c830-4621-9060-3856c18c4a19,device_18,2026-09-20T13:39:09.165602+00:00,data_tampering,0.4433405885328776,"{'connections_per_min': 0.0533192505588409, 'power_draw_watts': 0.9249190958477832, 'power_draw_anomaly_score': 0.8559709181749428}",f2f21fa6-4e82-4dc7-9330-94e52e5812b3,rate_limit,1.0,2026-09-20T13:39:09.166363+00:00,1.0
2b1fc93c-a266-441a-8eb8-012df0913ea6,device_17,2026-09-20T13:39:09.166626+00:00,other,0.0372880256241368,"{'connections_per_min': 0.408279248666767, 'power_draw_watts': 0.20370040328607475, 'power_draw_anomaly_score': 0.8657382104983471}",46ee1a5c-791c-476f-b1d8-25c58541592b,ignore,1.0,2026-09-20T13:39:09.167403+00:00,1.0
4af01d67-4ea2-42d4-9720-464a1d6b2eec,device_16,2026-09-20T13:39:09.167696+00:00,false_data_injection,0.09817790198762277,"{'connections_per_min': 0.6539522605665655, 'power_draw_watts': 0.6577758200265817, 'power_draw_anomaly_score': 0.8176980133911593}",0963f905-e6aa-40d8-9521-7983790c28fa,monitor,1.0,2026-09-20T13:39:09.168550+00:00,-0.5
9a9736d4-9bca-4aff-add8-981dd18cbfd2,device_15,2026-09-20T13:39:09.168841+00:00,data_tampering,0.6366341858291773,"{'connections_per_min': 0.7510224276585723, 'power_draw_watts': 0.7037512329426003, 'power_draw_anomaly_score': 0.20885427146690227}",397da613-8a19-4a37-8c04-06365d42ecda,block,1.0,2026-09-20T13:39:09.169642+00:00,1.0
ddaff1db-f152-4a09-a98a-9797022b4124,device_11,2026-09-20T13:39:09.169865+00:00,data_tampering,0.6724067937507647,"{'connections_per_min': 0.7291751932620499, 'power_draw_watts': 0.42794125107207037, 'power_draw_anomaly_score': 0.8584817398910695}",9d1bc92a-5447-46f0-b189-e19989cc9db5,block,1.0,2026-09-20T13:39:09.170340+00:00,1.0
8feeca6a-eee1-469b-9232-f007e9acf05b,device_4,2026-09-20T13:39:09.170478+00:00,sensor_anomaly,0.6506234136551768,"{'connections_per_min': 0.338183613699619, 'power_draw_watts': 0.7746501502989753, 'power_draw_anomaly_score': 0.39353745349332636}",2f497a47-1dfc-4a61-844d-337a35bb45f2,block,1.0,2026-09-20T13:39:09.170882+00:00,-0.5
c1057032-3e72-4d1c-a7b4-20fe98fb86dd,device_0,2026-09-20T13:39:09.171014+00:00,other,0.275739476860842,"{'connections_per_min': 0.3951615685294678, 'power_draw_watts': 0.14288257242635305, 'power_draw_anomaly_score': 0.3523705968984491}",3976f274-701c-4f0b-90e8-c5d8ade21d77,ignore,1.0,2026-09-20T13:39:09.171404+00:00,-0.5
1437ae08-5cb9-4e36-adcf-f7328edfe81f,device_3,2026-09-20T13:39:09.171536+00:00,data_tampering,0.6723206153192272,"{'connections_per_min': 0.7251825387409837, 'power_draw_watts': 0.98976939972417, 'power_draw_anomaly_score': 0.9284801943697569}",075189e4-563b-4ed3-a27e-0faa728cf877,block,1.0,2026-09-20T13:39:09.171953+00:00,1.0
263eff8f-2240-4510-806f-332f326409f0,device_14,2026-09-20T13:39:09.172255+00:00,unknown_peer,0.4661433501805943,"{'connections_per_min': 0.4079860089937597, 'power_draw_watts': 0.8207291010059586, 'power_draw_anomaly_score': 0.23175670377583124}",2db00ae7-a336-417f-bb3e-904becf950e1,rate_limit,1.0,2026-09-20T13:39:09.172917+00:00,-0.5
33f23924-05f4-4a13-b79b-4e5eb535d603,device_17,2026-09-20T13:39:09.173120+00:00,sensor_anomaly,0.2253512699257979,"{'connections_per_min': 0.8335852853670235, 'power_draw_watts': 0.5350718624663041, 'power_draw_anomaly_score': 0.13824096040101486}",b5b5b90c-0024-4023-805b-c2bff5a93158,ignore,1.0,2026-09-20T13:39:09.173587+00:00,1.0
69f0d0ed-8c1a-4d3a-8615-0830b32d9a13,device_2,2026-09-20T13:39:09.173786+00:00,peer_silent,0.7133030545060537,"{'connections_per_min': 0.664709717370664, 'power_draw_watts': 0.897364952308552, 'power_draw_anomaly_score': 0.002001983703192378}",13f3ab00-6283-441a-acf4-d7480d2187dc,block,1.0,2026-09-20T13:39:09.174215+00:00,1.0
608ed4f9-4815-49c0-a106-434eeb6e639f,device_8,2026-09-20T13:39:09.174351+00:00,other,0.9010327600587623,"{'connections_per_min': 0.205648654480033, 'power_draw_watts': 0.25408587686624284, 'power_draw_anomaly_score': 0.9562051510611685}",052b70b9-ff0e-42fd-bcb1-ea9fe9c855d5,block,1.0,2026-09-20T13:39:09.174744+00:00,-0.5
68f3800a-7da6-4908-b3cc-560af7f83eef,device_2,2026-09-20T13:39:09.174876+00:00,peer_silent,0.8485466608785662,"{'connections_per_min': 0.7729781796355867, 'power_draw_watts': 0.6635358054590303, 'power_draw_anomaly_score': 0.820308020851275}",7a52d5d2-a9ed-44d1-aa24-ba9a8a99abd4,block,1.0,2026-09-20T13:39:09.175264+00:00,1.0
3403c88c-2fd6-4a3c-b772-933d5dd0b82c,device_8,2026-09-20T13:39:09.175394+00:00,sensor_anomaly,0.35314974512971253,"{'connections_per_min': 0.8884602205950093, 'power_draw_watts': 0.05681717720851165, 'power_draw_anomaly_score': 0.49749925966793507}",53dab458-221c-4a03-9fa7-0a0f1bccebc3,monitor,1.0,2026-09-20T13:39:09.175806+00:00,1.0
