alert_id,source_device_id,alert_timestamp,alert_type,severity_hint,raw_features,decision_id,chosen_action,confidence_score,decision_timestamp,reward
4b8530f4-db58-43c4-91ef-489692417ad0,device_7,2026-09-20T13:38:32.726357+00:00,sensor_anomaly,0.2846586825089469,"{'connections_per_min': 0.8746840035330631, 'power_draw_watts': 0.6537981097974337, 'power_draw_anomaly_score': 0.11482270853096976}",8cd13a83-8563-41f8-952b-667ea8c66764,monitor,1.0,2026-09-20T13:38:32.727883+00:00,1.0
dd7effdc-5df9-4d19-9035-da32c9057d2c,device_11,2026-09-20T13:38:32.728180+00:00,traffic_spike,0.9190824973873583,"{'connections_per_min': 0.356039996756922, 'power_draw_watts': 0.27887658020479944, 'power_draw_anomaly_score': 0.03675270768747829}",b73c54b7-ddfb-46d8-a81a-7c5eb8e05bc7,quarantine,1.0,2026-09-20T13:38:32.728245+00:00,1.0
49404411-72b2-4a8f-92ea-27ea6df6b81e,device_8,2026-09-20T13:38:32.728389+00:00,data_tampering,0.030051441904072385,"{'connections_per_min': 0.5992461532857773, 'power_draw_watts': 0.10990510946722687, 'power_draw_anomaly_score': 0.8852989209379731}",fea88301-7c89-4efa-8105-7ad3cba47291,ignore,1.0,2026-09-20T13:38:32.728435+00:00,1.0
c95488c0-f7d4-449e-8015-37732a92b0ca,device_10,2026-09-20T13:38:32.728569+00:00,traffic_spike,0.31722751325186405,"{'connections_per_min': 0.5127009868208326, 'power_draw_watts': 0.8485504037396372, 'power_draw_anomaly_score': 0.5796375511594812}",6d384b9c-75e9-40b4-9531-89a5061a4cb1,ignore,1.0,2026-09-20T13:38:32.728642+00:00,-0.5
097f91c9-0881-4edc-b8f7-16f2e801bafe,device_4,2026-09-20T13:38:32.728797+00:00,other,0.30240225091498163,"{'connections_per_min': 0.5011335686326865, 'power_draw_watts': 0.48340540341192983, 'power_draw_anomaly_score': 0.1295826582885372}",cdcce5de-c309-4a12-8bab-a99470c2acb1,monitor,1.0,2026-09-20T13:38:32.728845+00:00,1.0
0422b2c4-aa18-49d3-b683-529baf297cee,device_6,2026-09-20T13:38:32.728983+00:00,unknown_peer,0.11073623557920198,"{'connections_per_min': 0.8354007378009856, 'power_draw_watts': 0.7505467277697285, 'power_draw_anomaly_score': 0.7042127202514271}",0c2857fc-92fa-4767-8fa8-2b180f6605f4,ignore,1.0,2026-09-20T13:38:32.729037+00:00,1.0
52aa2f4f-ba67-442d-aaeb-16ab77ceadae,device_12,2026-09-20T13:38:32.729169+00:00,false_data_injection,0.10570838973314256,"{'connections_per_min': 0.8935987453057377, 'power_draw_watts': 0.00045283094245718303, 'power_draw_anomaly_score': 0.5232184945092342}",1978fbf8-0919-4016-93f5-08979edee122,ignore,1.0,2026-09-20T13:38:32.729233+00:00,1.0
4f72b116-719d-4fae-af46-1cc46d2e79de,device_5,2026-09-20T13:38:32.729379+00:00,peer_silent,0.32480272673684807,"{'connections_per_min': 0.3560948030460911, 'power_draw_watts': 0.44476454718881897, 'power_draw_anomaly_score': 0.3438782297023263}",a33cb49a-aafa-4f7b-9c46-397cd3a3ee8a,monitor,1.0,2026-09-20T13:38:32.729424+00:00,1.0
70c77075-cdc8-405e-b690-48853dfc8291,device_11,2026-09-20T13:38:32.729567+00:00,traffic_spike,0.9710761510812348,"{'connections_per_min': 0.7312031805240957, 'power_draw_watts': 0.8418388493008199, 'power_draw_anomaly_score': 0.7896284445648332}",523bbdf0-1cb2-40f0-8775-928441ef214b,quarantine,1.0,2026-09-20T13:38:32.729614+00:00,1.0
086b9f79-e04f-4751-be29-986dbf5568b8,device_9,2026-09-20T13:38:32.729762+00:00,sensor_anomaly,0.9978647724712515,"{'connections_per_min': 0.5599120570967666, 'power_draw_watts': 0.7616369089916923, 'power_draw_anomaly_score': 0.6611180003522575}",665689e0-4e4b-4ad0-8345-c7e1b689437d,quarantine,1.0,2026-09-20T13:38:32.729811+00:00,1.0
f8e5cdd1-4a49-4a8b-b065-e237bd38c2d1,device_8,2026-09-20T13:38:32.729984+00:00,sensor_anomaly,0.30910008655974563,"{'connections_per_min': 0.9895037010066, 'power_draw_watts': 0.4107538636805218, 'power_draw_anomaly_score': 0.5054517904578807}",3736c203-efa9-4f01-b4ce-0f48b1d28998,rate_limit,1.0,2026-09-20T13:38:32.730034+00:00,-0.5
0355e0ca-5a7a-4ad3-b44a-b23e950b0c92,device_7,2026-09-20T13:38:32.730178+00:00,traffic_spike,0.22013506122589244,"{'connections_per_min': 0.4961797570385805, 'power_draw_watts': 0.9246691878418585, 'power_draw_anomaly_score': 0.07988176730185614}",96749181-7b4a-40f6-8447-fd32863fb1c5,ignore,1.0,2026-09-20T13:38:32.730225+00:00,1.0
9b881929-a60e-40a1-83e6-49d48d17105b,device_2,2026-09-20T13:38:32.730359+00:00,data_tampering,0.7459854226551654,"{'connections_per_min': 0.5380085983396831, 'power_draw_watts': 0.7942249233744505, 'power_draw_anomaly_score': 0.7803347589895927}",65e93049-365d-4250-8034-d295d8b22b83,rate_limit,1.0,2026-09-20T13:38:32.730408+00:00,-0.5
c0ab32e6-7f31-4776-b7f0-e1dc8746ff76,device_8,2026-09-20T13:38:32.730557+00:00,peer_silent,0.636371405837836,"{'connections_per_min': 0.8296681640357851, 'power_draw_watts': 0.30508572791531297, 'power_draw_anomaly_score': 0.36967401045368586}",958f4e3c-d539-46e4-90aa-6bee9e9a3ff9,block,1.0,2026-09-20T13:38:32.730608+00:00,-0.5
6a7f1825-9405-4599-96af-b7c9944e80f6,device_5,2026-09-20T13:38:32.730760+00:00,peer_silent,0.3762654431234078,"{'connections_per_min': 0.5288458595353015, 'power_draw_watts': 0.9664952008358741, 'power_draw_anomaly_score': 0.5627493926443294}",b165a0b2-6bb7-45fd-81fe-2c7b4475feda,monitor,1.0,2026-09-20T13:38:32.730804+00:00,1.0
d94f6ed5-238a-4cb0-af7a-63154c681f99,device_11,2026-09-20T13:38:32.730935+00:00,unknown_peer,0.786166157815137,"{'connections_per_min': 0.4565784331365851, 'power_draw_watts': 0.04175571042705861, 'power_draw_anomaly_score': 0.27198065249561854}",52c44ed5-7791-4a1e-9b38-e003878bb9d0,rate_limit,1.0,2026-09-20T13:38:32.730981+00:00,-0.5
8ffadc0e-0cc7-4f3f-8916-2ed555f252c3,device_18,2026-09-20T13:38:32.731107+00:00,false_data_injection,0.19948088592072732,"{'connections_per_min': 0.8406629546410956, 'power_draw_watts': 0.00790248825565587, 'power_draw_anomaly_score': 0.042719488185931076}",95adca11-b27c-49ff-ab25-886c0e810820,ignore,1.0,2026-09-20T13:38:32.731156+00:00,-0.5
6768f1ac-d6bb-438c-b3b5-6c44ea339ea9,device_18,2026-09-20T13:38:32.731300+00:00,false_data_injection,0.32715045091259176,"{'connections_per_min': 0.015970005254231756, 'power_draw_watts': 0.5742763980969199, 'power_draw_anomaly_score': 0.24736029069829568}",75e41df8-4c27-4aa0-ac30-f71124bd4136,monitor,1.0,2026-09-20T13:38:32.731346+00:00,1.0
60dd7c87-fb2d-48b8-9354-d76e0f163a06,device_12,2026-09-20T13:38:32.731472+00:00,unknown_peer,0.32348207793734907,"{'connections_per_min': 0.4853252301728429, 'power_draw_watts': 0.6363072927556597, 'power_draw_anomaly_score': 0.7858035500826411}",1f4902f4-4f1f-49c1-84f1-90024a93d7c4,ignore,1.0,2026-09-20T13:38:32.731516+00:00,-0.5
a963c489-ca05-4e5c-902f-5b35779c8fa9,device_8,2026-09-20T13:38:32.731650+00:00,sensor_anomaly,0.8157204298389614,"{'connections_per_min': 0.9581102101642357, 'power_draw_watts': 0.36889268328866287, 'power_draw_anomaly_score': 0.23057153091022342}",92d9418e-4266-4d80-a558-d831303a3f79,block,1.0,2026-09-20T13:38:32.731695+00:00,1.0
03db80e3-2bf0-40ce-931c-83744d94c26d,device_15,2026-09-20T13:38:32.731820+00:00,unknown_peer,0.3414241621228693,"{'connections_per_min': 0.80315401928556, 'power_draw_watts': 0.9705340252820728, 'power_draw_anomaly_score': 0.5990321548420693}",35174824-0277-4b89-a9c6-b30a7d572f1d,monitor,1.0,2026-09-20T13:38:32.731863+00:00,1.0
